id	model_name	language	question_id	run_number	question_chars	context_chars	prompt_chars	response_chars	input_tokens_est_min	input_tokens_est_max	input_tokens_est_mid	response_tokens_est_min	response_tokens_est_max	response_tokens_est_mid	total_tokens_est_min	total_tokens_est_max	total_tokens_est_mid	max_model_len	max_model_len_source	remaining_output_tokens_est_min	remaining_output_tokens_est_max	effective_output_cap_est_min	effective_output_cap_est_max	would_exceed_max_len_est	base_question
385	deepseek-r1-distill-qwen-32b-b200	HR	Q4_HR	1	105	1843	2521	3888	505	631	568	778	972	875	1283	1603	1443	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
386	deepseek-r1-distill-qwen-32b-b200	HR	Q4_HR	2	105	1843	2521	3888	505	631	568	778	972	875	1283	1603	1443	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
387	deepseek-r1-distill-qwen-32b-b200	HR	Q4_HR	3	105	1843	2521	3888	505	631	568	778	972	875	1283	1603	1443	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
388	deepseek-r1-distill-qwen-32b-b200	HR	Q5_HR	1	109	1824	2506	3190	502	627	564	638	798	718	1140	1425	1282	16384	assumed_from_config_default	15757	15882	2048	2048	FALSE	Q5
389	deepseek-r1-distill-qwen-32b-b200	HR	Q5_HR	2	109	1824	2506	3190	502	627	564	638	798	718	1140	1425	1282	16384	assumed_from_config_default	15757	15882	2048	2048	FALSE	Q5
390	deepseek-r1-distill-qwen-32b-b200	HR	Q5_HR	3	109	1824	2506	3190	502	627	564	638	798	718	1140	1425	1282	16384	assumed_from_config_default	15757	15882	2048	2048	FALSE	Q5
391	deepseek-r1-distill-qwen-32b-b200	CS	Q1_CS	1	111	1887	2571	3925	515	643	579	785	982	884	1300	1625	1463	16384	assumed_from_config_default	15741	15869	2048	2048	FALSE	Q1
392	deepseek-r1-distill-qwen-32b-b200	CS	Q1_CS	2	111	1887	2571	3925	515	643	579	785	982	884	1300	1625	1463	16384	assumed_from_config_default	15741	15869	2048	2048	FALSE	Q1
393	deepseek-r1-distill-qwen-32b-b200	CS	Q1_CS	3	111	1887	2571	3925	515	643	579	785	982	884	1300	1625	1463	16384	assumed_from_config_default	15741	15869	2048	2048	FALSE	Q1
394	deepseek-r1-distill-qwen-32b-b200	CS	Q2_CS	1	92	1862	2527	3757	506	632	569	752	940	846	1258	1572	1415	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
395	deepseek-r1-distill-qwen-32b-b200	CS	Q2_CS	2	92	1862	2527	3757	506	632	569	752	940	846	1258	1572	1415	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
396	deepseek-r1-distill-qwen-32b-b200	CS	Q2_CS	3	92	1862	2527	3757	506	632	569	752	940	846	1258	1572	1415	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
397	deepseek-r1-distill-qwen-32b-b200	CS	Q3_CS	1	87	1901	2561	4536	513	641	577	908	1134	1021	1421	1775	1598	16384	assumed_from_config_default	15743	15871	2048	2048	FALSE	Q3
398	deepseek-r1-distill-qwen-32b-b200	CS	Q3_CS	2	87	1901	2561	4148	513	641	577	830	1037	934	1343	1678	1511	16384	assumed_from_config_default	15743	15871	2048	2048	FALSE	Q3
399	deepseek-r1-distill-qwen-32b-b200	CS	Q3_CS	3	87	1901	2561	4148	513	641	577	830	1037	934	1343	1678	1511	16384	assumed_from_config_default	15743	15871	2048	2048	FALSE	Q3
400	deepseek-r1-distill-qwen-32b-b200	CS	Q4_CS	1	106	1843	2522	3642	505	631	568	729	911	820	1234	1542	1388	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
401	deepseek-r1-distill-qwen-32b-b200	CS	Q4_CS	2	106	1843	2522	3573	505	631	568	715	894	804	1220	1525	1372	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
402	deepseek-r1-distill-qwen-32b-b200	CS	Q4_CS	3	106	1843	2522	3573	505	631	568	715	894	804	1220	1525	1372	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
403	deepseek-r1-distill-qwen-32b-b200	CS	Q5_CS	1	100	1824	2497	3617	500	625	562	724	905	814	1224	1530	1376	16384	assumed_from_config_default	15759	15884	2048	2048	FALSE	Q5
404	deepseek-r1-distill-qwen-32b-b200	CS	Q5_CS	2	100	1824	2497	3696	500	625	562	740	924	832	1240	1549	1394	16384	assumed_from_config_default	15759	15884	2048	2048	FALSE	Q5
405	deepseek-r1-distill-qwen-32b-b200	CS	Q5_CS	3	100	1824	2497	3696	500	625	562	740	924	832	1240	1549	1394	16384	assumed_from_config_default	15759	15884	2048	2048	FALSE	Q5
406	deepseek-r1-distill-qwen-32b-b200	DA	Q1_DA	1	134	1887	2594	4844	519	649	584	969	1211	1090	1488	1860	1674	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
407	deepseek-r1-distill-qwen-32b-b200	DA	Q1_DA	2	134	1887	2594	4835	519	649	584	967	1209	1088	1486	1858	1672	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
408	deepseek-r1-distill-qwen-32b-b200	DA	Q1_DA	3	134	1887	2594	4835	519	649	584	967	1209	1088	1486	1858	1672	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
409	deepseek-r1-distill-qwen-32b-b200	DA	Q2_DA	1	93	1862	2528	3861	506	632	569	773	966	870	1279	1598	1439	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
410	deepseek-r1-distill-qwen-32b-b200	DA	Q2_DA	2	93	1862	2528	3861	506	632	569	773	966	870	1279	1598	1439	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
411	deepseek-r1-distill-qwen-32b-b200	DA	Q2_DA	3	93	1862	2528	3861	506	632	569	773	966	870	1279	1598	1439	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
412	deepseek-r1-distill-qwen-32b-b200	DA	Q3_DA	1	98	1901	2572	4162	515	643	579	833	1041	937	1348	1684	1516	16384	assumed_from_config_default	15741	15869	2048	2048	FALSE	Q3
413	deepseek-r1-distill-qwen-32b-b200	DA	Q3_DA	2	98	1901	2572	4162	515	643	579	833	1041	937	1348	1684	1516	16384	assumed_from_config_default	15741	15869	2048	2048	FALSE	Q3
414	deepseek-r1-distill-qwen-32b-b200	DA	Q3_DA	3	98	1901	2572	4162	515	643	579	833	1041	937	1348	1684	1516	16384	assumed_from_config_default	15741	15869	2048	2048	FALSE	Q3
415	deepseek-r1-distill-qwen-32b-b200	DA	Q4_DA	1	106	1843	2522	5153	505	631	568	1031	1289	1160	1536	1920	1728	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
416	deepseek-r1-distill-qwen-32b-b200	DA	Q4_DA	2	106	1843	2522	5153	505	631	568	1031	1289	1160	1536	1920	1728	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
417	deepseek-r1-distill-qwen-32b-b200	DA	Q4_DA	3	106	1843	2522	5153	505	631	568	1031	1289	1160	1536	1920	1728	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
418	deepseek-r1-distill-qwen-32b-b200	DA	Q5_DA	1	107	1824	2504	3624	501	626	564	725	906	816	1226	1532	1380	16384	assumed_from_config_default	15758	15883	2048	2048	FALSE	Q5
419	deepseek-r1-distill-qwen-32b-b200	DA	Q5_DA	2	107	1824	2504	3624	501	626	564	725	906	816	1226	1532	1380	16384	assumed_from_config_default	15758	15883	2048	2048	FALSE	Q5
420	deepseek-r1-distill-qwen-32b-b200	DA	Q5_DA	3	107	1824	2504	3624	501	626	564	725	906	816	1226	1532	1380	16384	assumed_from_config_default	15758	15883	2048	2048	FALSE	Q5
421	deepseek-r1-distill-qwen-32b-b200	NL	Q1_NL	1	139	1887	2599	4163	520	650	585	833	1041	937	1353	1691	1522	16384	assumed_from_config_default	15734	15864	2048	2048	FALSE	Q1
422	deepseek-r1-distill-qwen-32b-b200	NL	Q1_NL	2	139	1887	2599	3807	520	650	585	762	952	857	1282	1602	1442	16384	assumed_from_config_default	15734	15864	2048	2048	FALSE	Q1
423	deepseek-r1-distill-qwen-32b-b200	NL	Q1_NL	3	139	1887	2599	3807	520	650	585	762	952	857	1282	1602	1442	16384	assumed_from_config_default	15734	15864	2048	2048	FALSE	Q1
424	deepseek-r1-distill-qwen-32b-b200	NL	Q2_NL	1	92	1862	2527	3686	506	632	569	738	922	830	1244	1554	1399	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
425	deepseek-r1-distill-qwen-32b-b200	NL	Q2_NL	2	92	1862	2527	3686	506	632	569	738	922	830	1244	1554	1399	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
426	deepseek-r1-distill-qwen-32b-b200	NL	Q2_NL	3	92	1862	2527	3686	506	632	569	738	922	830	1244	1554	1399	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q2
427	deepseek-r1-distill-qwen-32b-b200	NL	Q3_NL	1	120	1901	2594	4897	519	649	584	980	1225	1102	1499	1874	1686	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q3
428	deepseek-r1-distill-qwen-32b-b200	NL	Q3_NL	2	120	1901	2594	4897	519	649	584	980	1225	1102	1499	1874	1686	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q3
429	deepseek-r1-distill-qwen-32b-b200	NL	Q3_NL	3	120	1901	2594	4897	519	649	584	980	1225	1102	1499	1874	1686	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q3
430	deepseek-r1-distill-qwen-32b-b200	NL	Q4_NL	1	111	1843	2527	4599	506	632	569	920	1150	1035	1426	1782	1604	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q4
431	deepseek-r1-distill-qwen-32b-b200	NL	Q4_NL	2	111	1843	2527	4599	506	632	569	920	1150	1035	1426	1782	1604	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q4
432	deepseek-r1-distill-qwen-32b-b200	NL	Q4_NL	3	111	1843	2527	4599	506	632	569	920	1150	1035	1426	1782	1604	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q4
433	deepseek-r1-distill-qwen-32b-b200	NL	Q5_NL	1	92	1824	2489	3597	498	623	560	720	900	810	1218	1523	1370	16384	assumed_from_config_default	15761	15886	2048	2048	FALSE	Q5
434	deepseek-r1-distill-qwen-32b-b200	NL	Q5_NL	2	92	1824	2489	3597	498	623	560	720	900	810	1218	1523	1370	16384	assumed_from_config_default	15761	15886	2048	2048	FALSE	Q5
435	deepseek-r1-distill-qwen-32b-b200	NL	Q5_NL	3	92	1824	2489	3597	498	623	560	720	900	810	1218	1523	1370	16384	assumed_from_config_default	15761	15886	2048	2048	FALSE	Q5
436	deepseek-r1-distill-qwen-32b-b200	EN	Q1_EN	1	126	1887	2586	5244	518	647	582	1049	1311	1180	1567	1958	1762	16384	assumed_from_config_default	15737	15866	2048	2048	FALSE	Q1
437	deepseek-r1-distill-qwen-32b-b200	EN	Q1_EN	2	126	1887	2586	5244	518	647	582	1049	1311	1180	1567	1958	1762	16384	assumed_from_config_default	15737	15866	2048	2048	FALSE	Q1
438	deepseek-r1-distill-qwen-32b-b200	EN	Q1_EN	3	126	1887	2586	5244	518	647	582	1049	1311	1180	1567	1958	1762	16384	assumed_from_config_default	15737	15866	2048	2048	FALSE	Q1
439	deepseek-r1-distill-qwen-32b-b200	EN	Q2_EN	1	77	1862	2512	4568	503	628	566	914	1142	1028	1417	1770	1594	16384	assumed_from_config_default	15756	15881	2048	2048	FALSE	Q2
440	deepseek-r1-distill-qwen-32b-b200	EN	Q2_EN	2	77	1862	2512	4618	503	628	566	924	1155	1040	1427	1783	1606	16384	assumed_from_config_default	15756	15881	2048	2048	FALSE	Q2
441	deepseek-r1-distill-qwen-32b-b200	EN	Q2_EN	3	77	1862	2512	4618	503	628	566	924	1155	1040	1427	1783	1606	16384	assumed_from_config_default	15756	15881	2048	2048	FALSE	Q2
442	deepseek-r1-distill-qwen-32b-b200	EN	Q3_EN	1	101	1901	2575	4357	515	644	580	872	1090	981	1387	1734	1561	16384	assumed_from_config_default	15740	15869	2048	2048	FALSE	Q3
443	deepseek-r1-distill-qwen-32b-b200	EN	Q3_EN	2	101	1901	2575	4357	515	644	580	872	1090	981	1387	1734	1561	16384	assumed_from_config_default	15740	15869	2048	2048	FALSE	Q3
444	deepseek-r1-distill-qwen-32b-b200	EN	Q3_EN	3	101	1901	2575	4357	515	644	580	872	1090	981	1387	1734	1561	16384	assumed_from_config_default	15740	15869	2048	2048	FALSE	Q3
445	deepseek-r1-distill-qwen-32b-b200	EN	Q4_EN	1	95	1843	2511	3516	503	628	566	704	879	792	1207	1507	1358	16384	assumed_from_config_default	15756	15881	2048	2048	FALSE	Q4
446	deepseek-r1-distill-qwen-32b-b200	EN	Q4_EN	2	95	1843	2511	3673	503	628	566	735	919	827	1238	1547	1393	16384	assumed_from_config_default	15756	15881	2048	2048	FALSE	Q4
447	deepseek-r1-distill-qwen-32b-b200	EN	Q4_EN	3	95	1843	2511	3673	503	628	566	735	919	827	1238	1547	1393	16384	assumed_from_config_default	15756	15881	2048	2048	FALSE	Q4
448	deepseek-r1-distill-qwen-32b-b200	EN	Q5_EN	1	88	1824	2485	4199	497	622	560	840	1050	945	1337	1672	1505	16384	assumed_from_config_default	15762	15887	2048	2048	FALSE	Q5
449	deepseek-r1-distill-qwen-32b-b200	EN	Q5_EN	2	88	1824	2485	4199	497	622	560	840	1050	945	1337	1672	1505	16384	assumed_from_config_default	15762	15887	2048	2048	FALSE	Q5
450	deepseek-r1-distill-qwen-32b-b200	EN	Q5_EN	3	88	1824	2485	4199	497	622	560	840	1050	945	1337	1672	1505	16384	assumed_from_config_default	15762	15887	2048	2048	FALSE	Q5
451	deepseek-r1-distill-qwen-32b-b200	ET	Q1_ET	1	124	1887	2584	3737	517	646	582	748	935	842	1265	1581	1424	16384	assumed_from_config_default	15738	15867	2048	2048	FALSE	Q1
452	deepseek-r1-distill-qwen-32b-b200	ET	Q1_ET	2	124	1887	2584	3752	517	646	582	751	938	844	1268	1584	1426	16384	assumed_from_config_default	15738	15867	2048	2048	FALSE	Q1
453	deepseek-r1-distill-qwen-32b-b200	ET	Q1_ET	3	124	1887	2584	3752	517	646	582	751	938	844	1268	1584	1426	16384	assumed_from_config_default	15738	15867	2048	2048	FALSE	Q1
454	deepseek-r1-distill-qwen-32b-b200	ET	Q2_ET	1	96	1862	2531	3793	507	633	570	759	949	854	1266	1582	1424	16384	assumed_from_config_default	15751	15877	2048	2048	FALSE	Q2
455	deepseek-r1-distill-qwen-32b-b200	ET	Q2_ET	2	96	1862	2531	3900	507	633	570	780	975	878	1287	1608	1448	16384	assumed_from_config_default	15751	15877	2048	2048	FALSE	Q2
456	deepseek-r1-distill-qwen-32b-b200	ET	Q2_ET	3	96	1862	2531	3900	507	633	570	780	975	878	1287	1608	1448	16384	assumed_from_config_default	15751	15877	2048	2048	FALSE	Q2
457	deepseek-r1-distill-qwen-32b-b200	ET	Q3_ET	1	81	1901	2555	4577	511	639	575	916	1145	1030	1427	1784	1605	16384	assumed_from_config_default	15745	15873	2048	2048	FALSE	Q3
458	deepseek-r1-distill-qwen-32b-b200	ET	Q3_ET	2	81	1901	2555	4577	511	639	575	916	1145	1030	1427	1784	1605	16384	assumed_from_config_default	15745	15873	2048	2048	FALSE	Q3
459	deepseek-r1-distill-qwen-32b-b200	ET	Q3_ET	3	81	1901	2555	4577	511	639	575	916	1145	1030	1427	1784	1605	16384	assumed_from_config_default	15745	15873	2048	2048	FALSE	Q3
460	deepseek-r1-distill-qwen-32b-b200	ET	Q4_ET	1	105	1843	2521	3510	505	631	568	702	878	790	1207	1509	1358	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
461	deepseek-r1-distill-qwen-32b-b200	ET	Q4_ET	2	105	1843	2521	3510	505	631	568	702	878	790	1207	1509	1358	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
462	deepseek-r1-distill-qwen-32b-b200	ET	Q4_ET	3	105	1843	2521	3510	505	631	568	702	878	790	1207	1509	1358	16384	assumed_from_config_default	15753	15879	2048	2048	FALSE	Q4
463	deepseek-r1-distill-qwen-32b-b200	ET	Q5_ET	1	93	1824	2490	3886	498	623	560	778	972	875	1276	1595	1435	16384	assumed_from_config_default	15761	15886	2048	2048	FALSE	Q5
464	deepseek-r1-distill-qwen-32b-b200	ET	Q5_ET	2	93	1824	2490	3886	498	623	560	778	972	875	1276	1595	1435	16384	assumed_from_config_default	15761	15886	2048	2048	FALSE	Q5
465	deepseek-r1-distill-qwen-32b-b200	ET	Q5_ET	3	93	1824	2490	3886	498	623	560	778	972	875	1276	1595	1435	16384	assumed_from_config_default	15761	15886	2048	2048	FALSE	Q5
466	deepseek-r1-distill-qwen-32b-b200	FI	Q1_FI	1	133	1887	2593	4329	519	649	584	866	1083	974	1385	1732	1558	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
467	deepseek-r1-distill-qwen-32b-b200	FI	Q1_FI	2	133	1887	2593	4304	519	649	584	861	1076	968	1380	1725	1552	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
468	deepseek-r1-distill-qwen-32b-b200	FI	Q1_FI	3	133	1887	2593	4304	519	649	584	861	1076	968	1380	1725	1552	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
469	deepseek-r1-distill-qwen-32b-b200	FI	Q2_FI	1	100	1862	2535	3242	507	634	570	649	811	730	1156	1445	1300	16384	assumed_from_config_default	15750	15877	2048	2048	FALSE	Q2
470	deepseek-r1-distill-qwen-32b-b200	FI	Q2_FI	2	100	1862	2535	3686	507	634	570	738	922	830	1245	1556	1400	16384	assumed_from_config_default	15750	15877	2048	2048	FALSE	Q2
471	deepseek-r1-distill-qwen-32b-b200	FI	Q2_FI	3	100	1862	2535	3686	507	634	570	738	922	830	1245	1556	1400	16384	assumed_from_config_default	15750	15877	2048	2048	FALSE	Q2
472	deepseek-r1-distill-qwen-32b-b200	FI	Q3_FI	1	94	1901	2568	4032	514	642	578	807	1008	908	1321	1650	1486	16384	assumed_from_config_default	15742	15870	2048	2048	FALSE	Q3
473	deepseek-r1-distill-qwen-32b-b200	FI	Q3_FI	2	94	1901	2568	4032	514	642	578	807	1008	908	1321	1650	1486	16384	assumed_from_config_default	15742	15870	2048	2048	FALSE	Q3
474	deepseek-r1-distill-qwen-32b-b200	FI	Q3_FI	3	94	1901	2568	4032	514	642	578	807	1008	908	1321	1650	1486	16384	assumed_from_config_default	15742	15870	2048	2048	FALSE	Q3
475	deepseek-r1-distill-qwen-32b-b200	FI	Q4_FI	1	101	1843	2517	3775	504	630	567	755	944	850	1259	1574	1417	16384	assumed_from_config_default	15754	15880	2048	2048	FALSE	Q4
476	deepseek-r1-distill-qwen-32b-b200	FI	Q4_FI	2	101	1843	2517	3775	504	630	567	755	944	850	1259	1574	1417	16384	assumed_from_config_default	15754	15880	2048	2048	FALSE	Q4
477	deepseek-r1-distill-qwen-32b-b200	FI	Q4_FI	3	101	1843	2517	3775	504	630	567	755	944	850	1259	1574	1417	16384	assumed_from_config_default	15754	15880	2048	2048	FALSE	Q4
478	deepseek-r1-distill-qwen-32b-b200	FI	Q5_FI	1	91	1824	2488	3438	498	622	560	688	860	774	1186	1482	1334	16384	assumed_from_config_default	15762	15886	2048	2048	FALSE	Q5
479	deepseek-r1-distill-qwen-32b-b200	FI	Q5_FI	2	91	1824	2488	3438	498	622	560	688	860	774	1186	1482	1334	16384	assumed_from_config_default	15762	15886	2048	2048	FALSE	Q5
480	deepseek-r1-distill-qwen-32b-b200	FI	Q5_FI	3	91	1824	2488	3438	498	622	560	688	860	774	1186	1482	1334	16384	assumed_from_config_default	15762	15886	2048	2048	FALSE	Q5
481	deepseek-r1-distill-qwen-32b-b200	FR	Q1_FR	1	159	1887	2619	4320	524	655	590	864	1080	972	1388	1735	1562	16384	assumed_from_config_default	15729	15860	2048	2048	FALSE	Q1
482	deepseek-r1-distill-qwen-32b-b200	FR	Q1_FR	2	159	1887	2619	4330	524	655	590	866	1083	974	1390	1738	1564	16384	assumed_from_config_default	15729	15860	2048	2048	FALSE	Q1
483	deepseek-r1-distill-qwen-32b-b200	FR	Q1_FR	3	159	1887	2619	4330	524	655	590	866	1083	974	1390	1738	1564	16384	assumed_from_config_default	15729	15860	2048	2048	FALSE	Q1
484	deepseek-r1-distill-qwen-32b-b200	FR	Q2_FR	1	99	1862	2534	3199	507	634	570	640	800	720	1147	1434	1290	16384	assumed_from_config_default	15750	15877	2048	2048	FALSE	Q2
485	deepseek-r1-distill-qwen-32b-b200	FR	Q2_FR	2	99	1862	2534	3199	507	634	570	640	800	720	1147	1434	1290	16384	assumed_from_config_default	15750	15877	2048	2048	FALSE	Q2
486	deepseek-r1-distill-qwen-32b-b200	FR	Q2_FR	3	99	1862	2534	3199	507	634	570	640	800	720	1147	1434	1290	16384	assumed_from_config_default	15750	15877	2048	2048	FALSE	Q2
487	deepseek-r1-distill-qwen-32b-b200	FR	Q3_FR	1	127	1901	2601	4396	521	651	586	880	1099	990	1401	1750	1576	16384	assumed_from_config_default	15733	15863	2048	2048	FALSE	Q3
488	deepseek-r1-distill-qwen-32b-b200	FR	Q3_FR	2	127	1901	2601	4396	521	651	586	880	1099	990	1401	1750	1576	16384	assumed_from_config_default	15733	15863	2048	2048	FALSE	Q3
489	deepseek-r1-distill-qwen-32b-b200	FR	Q3_FR	3	127	1901	2601	4396	521	651	586	880	1099	990	1401	1750	1576	16384	assumed_from_config_default	15733	15863	2048	2048	FALSE	Q3
490	deepseek-r1-distill-qwen-32b-b200	FR	Q4_FR	1	125	1843	2541	4362	509	636	572	873	1091	982	1382	1727	1554	16384	assumed_from_config_default	15748	15875	2048	2048	FALSE	Q4
491	deepseek-r1-distill-qwen-32b-b200	FR	Q4_FR	2	125	1843	2541	4362	509	636	572	873	1091	982	1382	1727	1554	16384	assumed_from_config_default	15748	15875	2048	2048	FALSE	Q4
492	deepseek-r1-distill-qwen-32b-b200	FR	Q4_FR	3	125	1843	2541	4362	509	636	572	873	1091	982	1382	1727	1554	16384	assumed_from_config_default	15748	15875	2048	2048	FALSE	Q4
493	deepseek-r1-distill-qwen-32b-b200	FR	Q5_FR	1	112	1824	2509	3713	502	628	565	743	929	836	1245	1557	1401	16384	assumed_from_config_default	15756	15882	2048	2048	FALSE	Q5
494	deepseek-r1-distill-qwen-32b-b200	FR	Q5_FR	2	112	1824	2509	3903	502	628	565	781	976	878	1283	1604	1443	16384	assumed_from_config_default	15756	15882	2048	2048	FALSE	Q5
495	deepseek-r1-distill-qwen-32b-b200	FR	Q5_FR	3	112	1824	2509	3903	502	628	565	781	976	878	1283	1604	1443	16384	assumed_from_config_default	15756	15882	2048	2048	FALSE	Q5
496	deepseek-r1-distill-qwen-32b-b200	DE	Q1_DE	1	133	1887	2593	3970	519	649	584	794	993	894	1313	1642	1478	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
497	deepseek-r1-distill-qwen-32b-b200	DE	Q1_DE	2	133	1887	2593	3970	519	649	584	794	993	894	1313	1642	1478	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
498	deepseek-r1-distill-qwen-32b-b200	DE	Q1_DE	3	133	1887	2593	3970	519	649	584	794	993	894	1313	1642	1478	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q1
499	deepseek-r1-distill-qwen-32b-b200	DE	Q2_DE	1	103	1862	2538	3877	508	635	572	776	970	873	1284	1605	1445	16384	assumed_from_config_default	15749	15876	2048	2048	FALSE	Q2
500	deepseek-r1-distill-qwen-32b-b200	DE	Q2_DE	2	103	1862	2538	4035	508	635	572	807	1009	908	1315	1644	1480	16384	assumed_from_config_default	15749	15876	2048	2048	FALSE	Q2
501	deepseek-r1-distill-qwen-32b-b200	DE	Q2_DE	3	103	1862	2538	4035	508	635	572	807	1009	908	1315	1644	1480	16384	assumed_from_config_default	15749	15876	2048	2048	FALSE	Q2
502	deepseek-r1-distill-qwen-32b-b200	DE	Q3_DE	1	107	1901	2581	4263	517	646	582	853	1066	960	1370	1712	1542	16384	assumed_from_config_default	15738	15867	2048	2048	FALSE	Q3
503	deepseek-r1-distill-qwen-32b-b200	DE	Q3_DE	2	107	1901	2581	4263	517	646	582	853	1066	960	1370	1712	1542	16384	assumed_from_config_default	15738	15867	2048	2048	FALSE	Q3
504	deepseek-r1-distill-qwen-32b-b200	DE	Q3_DE	3	107	1901	2581	4263	517	646	582	853	1066	960	1370	1712	1542	16384	assumed_from_config_default	15738	15867	2048	2048	FALSE	Q3
505	deepseek-r1-distill-qwen-32b-b200	DE	Q4_DE	1	111	1843	2527	3840	506	632	569	768	960	864	1274	1592	1433	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q4
506	deepseek-r1-distill-qwen-32b-b200	DE	Q4_DE	2	111	1843	2527	3399	506	632	569	680	850	765	1186	1482	1334	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q4
507	deepseek-r1-distill-qwen-32b-b200	DE	Q4_DE	3	111	1843	2527	3399	506	632	569	680	850	765	1186	1482	1334	16384	assumed_from_config_default	15752	15878	2048	2048	FALSE	Q4
508	deepseek-r1-distill-qwen-32b-b200	DE	Q5_DE	1	94	1824	2491	4410	499	623	561	882	1103	992	1381	1726	1553	16384	assumed_from_config_default	15761	15885	2048	2048	FALSE	Q5
509	deepseek-r1-distill-qwen-32b-b200	DE	Q5_DE	2	94	1824	2491	4410	499	623	561	882	1103	992	1381	1726	1553	16384	assumed_from_config_default	15761	15885	2048	2048	FALSE	Q5
510	deepseek-r1-distill-qwen-32b-b200	DE	Q5_DE	3	94	1824	2491	4410	499	623	561	882	1103	992	1381	1726	1553	16384	assumed_from_config_default	15761	15885	2048	2048	FALSE	Q5
511	deepseek-r1-distill-qwen-32b-b200	EL	Q1_EL	1	129	1887	2589	4524	518	648	583	905	1131	1018	1423	1779	1601	16384	assumed_from_config_default	15736	15866	2048	2048	FALSE	Q1
512	deepseek-r1-distill-qwen-32b-b200	EL	Q1_EL	2	129	1887	2589	4036	518	648	583	808	1009	908	1326	1657	1491	16384	assumed_from_config_default	15736	15866	2048	2048	FALSE	Q1
513	deepseek-r1-distill-qwen-32b-b200	EL	Q1_EL	3	129	1887	2589	4036	518	648	583	808	1009	908	1326	1657	1491	16384	assumed_from_config_default	15736	15866	2048	2048	FALSE	Q1
514	deepseek-r1-distill-qwen-32b-b200	EL	Q2_EL	1	96	1862	2531	3864	507	633	570	773	966	870	1280	1599	1440	16384	assumed_from_config_default	15751	15877	2048	2048	FALSE	Q2
515	deepseek-r1-distill-qwen-32b-b200	EL	Q2_EL	2	96	1862	2531	3864	507	633	570	773	966	870	1280	1599	1440	16384	assumed_from_config_default	15751	15877	2048	2048	FALSE	Q2
516	deepseek-r1-distill-qwen-32b-b200	EL	Q2_EL	3	96	1862	2531	3864	507	633	570	773	966	870	1280	1599	1440	16384	assumed_from_config_default	15751	15877	2048	2048	FALSE	Q2
517	deepseek-r1-distill-qwen-32b-b200	EL	Q3_EL	1	120	1901	2594	4237	519	649	584	848	1060	954	1367	1709	1538	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q3
518	deepseek-r1-distill-qwen-32b-b200	EL	Q3_EL	2	120	1901	2594	4255	519	649	584	851	1064	958	1370	1713	1542	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q3
519	deepseek-r1-distill-qwen-32b-b200	EL	Q3_EL	3	120	1901	2594	4255	519	649	584	851	1064	958	1370	1713	1542	16384	assumed_from_config_default	15735	15865	2048	2048	FALSE	Q3
