question_id	language	base_question	prompt_tokens_est	model_name	max_model_len	remaining_output_tokens_est	effective_output_cap
Q3_LV	LV	Q3	643	Teuken-7B-instruct-commercial-v0.4	16384	15741	2048
Q4_LV	LV	Q4	631	Teuken-7B-instruct-commercial-v0.4	16384	15753	2048
Q5_LV	LV	Q5	625	Teuken-7B-instruct-commercial-v0.4	16384	15759	2048
Q1_MT	MT	Q1	648	Teuken-7B-instruct-commercial-v0.4	16384	15736	2048
Q2_MT	MT	Q2	631	Teuken-7B-instruct-commercial-v0.4	16384	15753	2048
Q3_MT	MT	Q3	646	Teuken-7B-instruct-commercial-v0.4	16384	15738	2048
Q4_MT	MT	Q4	632	Teuken-7B-instruct-commercial-v0.4	16384	15752	2048
Q5_MT	MT	Q5	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q1_NL	NL	Q1	650	Teuken-7B-instruct-commercial-v0.4	16384	15734	2048
Q2_NL	NL	Q2	632	Teuken-7B-instruct-commercial-v0.4	16384	15752	2048
Q3_NL	NL	Q3	649	Teuken-7B-instruct-commercial-v0.4	16384	15735	2048
Q4_NL	NL	Q4	632	Teuken-7B-instruct-commercial-v0.4	16384	15752	2048
Q5_NL	NL	Q5	623	Teuken-7B-instruct-commercial-v0.4	16384	15761	2048
Q1_PL	PL	Q1	645	Teuken-7B-instruct-commercial-v0.4	16384	15739	2048
Q2_PL	PL	Q2	629	Teuken-7B-instruct-commercial-v0.4	16384	15755	2048
Q3_PL	PL	Q3	649	Teuken-7B-instruct-commercial-v0.4	16384	15735	2048
Q4_PL	PL	Q4	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q5_PL	PL	Q5	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q1_PT	PT	Q1	652	Teuken-7B-instruct-commercial-v0.4	16384	15732	2048
Q2_PT	PT	Q2	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q3_PT	PT	Q3	646	Teuken-7B-instruct-commercial-v0.4	16384	15738	2048
Q4_PT	PT	Q4	637	Teuken-7B-instruct-commercial-v0.4	16384	15747	2048
Q5_PT	PT	Q5	626	Teuken-7B-instruct-commercial-v0.4	16384	15758	2048
Q1_RO	RO	Q1	649	Teuken-7B-instruct-commercial-v0.4	16384	15735	2048
Q2_RO	RO	Q2	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q3_RO	RO	Q3	648	Teuken-7B-instruct-commercial-v0.4	16384	15736	2048
Q4_RO	RO	Q4	632	Teuken-7B-instruct-commercial-v0.4	16384	15752	2048
Q5_RO	RO	Q5	627	Teuken-7B-instruct-commercial-v0.4	16384	15757	2048
Q1_SK	SK	Q1	643	Teuken-7B-instruct-commercial-v0.4	16384	15741	2048
Q2_SK	SK	Q2	632	Teuken-7B-instruct-commercial-v0.4	16384	15752	2048
Q3_SK	SK	Q3	643	Teuken-7B-instruct-commercial-v0.4	16384	15741	2048
Q4_SK	SK	Q4	634	Teuken-7B-instruct-commercial-v0.4	16384	15750	2048
Q5_SK	SK	Q5	628	Teuken-7B-instruct-commercial-v0.4	16384	15756	2048
Q1_SL	SL	Q1	642	Teuken-7B-instruct-commercial-v0.4	16384	15742	2048
Q2_SL	SL	Q2	631	Teuken-7B-instruct-commercial-v0.4	16384	15753	2048
Q3_SL	SL	Q3	645	Teuken-7B-instruct-commercial-v0.4	16384	15739	2048
Q4_SL	SL	Q4	628	Teuken-7B-instruct-commercial-v0.4	16384	15756	2048
Q5_SL	SL	Q5	626	Teuken-7B-instruct-commercial-v0.4	16384	15758	2048
Q1_SV	SV	Q1	650	Teuken-7B-instruct-commercial-v0.4	16384	15734	2048
Q2_SV	SV	Q2	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q3_SV	SV	Q3	643	Teuken-7B-instruct-commercial-v0.4	16384	15741	2048
Q4_SV	SV	Q4	630	Teuken-7B-instruct-commercial-v0.4	16384	15754	2048
Q5_SV	SV	Q5	627	Teuken-7B-instruct-commercial-v0.4	16384	15757	2048
Q1_BG	BG	Q1	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q2_BG	BG	Q2	634	devstral-small-2-24b-instruct-2512-b200	16384	15750	2048
Q3_BG	BG	Q3	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q4_BG	BG	Q4	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q5_BG	BG	Q5	628	devstral-small-2-24b-instruct-2512-b200	16384	15756	2048
Q1_CS	CS	Q1	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q2_CS	CS	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_CS	CS	Q3	641	devstral-small-2-24b-instruct-2512-b200	16384	15743	2048
Q4_CS	CS	Q4	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q5_CS	CS	Q5	625	devstral-small-2-24b-instruct-2512-b200	16384	15759	2048
Q1_DA	DA	Q1	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q2_DA	DA	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_DA	DA	Q3	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q4_DA	DA	Q4	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q5_DA	DA	Q5	626	devstral-small-2-24b-instruct-2512-b200	16384	15758	2048
Q1_DE	DE	Q1	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q2_DE	DE	Q2	635	devstral-small-2-24b-instruct-2512-b200	16384	15749	2048
Q3_DE	DE	Q3	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q4_DE	DE	Q4	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q5_DE	DE	Q5	623	devstral-small-2-24b-instruct-2512-b200	16384	15761	2048
Q1_EL	EL	Q1	648	devstral-small-2-24b-instruct-2512-b200	16384	15736	2048
Q2_EL	EL	Q2	633	devstral-small-2-24b-instruct-2512-b200	16384	15751	2048
Q3_EL	EL	Q3	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q4_EL	EL	Q4	633	devstral-small-2-24b-instruct-2512-b200	16384	15751	2048
Q5_EL	EL	Q5	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q1_EN	EN	Q1	647	devstral-small-2-24b-instruct-2512-b200	16384	15737	2048
Q2_EN	EN	Q2	628	devstral-small-2-24b-instruct-2512-b200	16384	15756	2048
Q3_EN	EN	Q3	644	devstral-small-2-24b-instruct-2512-b200	16384	15740	2048
Q4_EN	EN	Q4	628	devstral-small-2-24b-instruct-2512-b200	16384	15756	2048
Q5_EN	EN	Q5	622	devstral-small-2-24b-instruct-2512-b200	16384	15762	2048
Q1_ES	ES	Q1	650	devstral-small-2-24b-instruct-2512-b200	16384	15734	2048
Q2_ES	ES	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_ES	ES	Q3	645	devstral-small-2-24b-instruct-2512-b200	16384	15739	2048
Q4_ES	ES	Q4	638	devstral-small-2-24b-instruct-2512-b200	16384	15746	2048
Q5_ES	ES	Q5	627	devstral-small-2-24b-instruct-2512-b200	16384	15757	2048
Q1_ET	ET	Q1	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q2_ET	ET	Q2	633	devstral-small-2-24b-instruct-2512-b200	16384	15751	2048
Q3_ET	ET	Q3	639	devstral-small-2-24b-instruct-2512-b200	16384	15745	2048
Q4_ET	ET	Q4	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q5_ET	ET	Q5	623	devstral-small-2-24b-instruct-2512-b200	16384	15761	2048
Q1_FI	FI	Q1	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q2_FI	FI	Q2	634	devstral-small-2-24b-instruct-2512-b200	16384	15750	2048
Q3_FI	FI	Q3	642	devstral-small-2-24b-instruct-2512-b200	16384	15742	2048
Q4_FI	FI	Q4	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q5_FI	FI	Q5	622	devstral-small-2-24b-instruct-2512-b200	16384	15762	2048
Q1_FR	FR	Q1	655	devstral-small-2-24b-instruct-2512-b200	16384	15729	2048
Q2_FR	FR	Q2	634	devstral-small-2-24b-instruct-2512-b200	16384	15750	2048
Q3_FR	FR	Q3	651	devstral-small-2-24b-instruct-2512-b200	16384	15733	2048
Q4_FR	FR	Q4	636	devstral-small-2-24b-instruct-2512-b200	16384	15748	2048
Q5_FR	FR	Q5	628	devstral-small-2-24b-instruct-2512-b200	16384	15756	2048
Q1_GA	GA	Q1	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q2_GA	GA	Q2	634	devstral-small-2-24b-instruct-2512-b200	16384	15750	2048
Q3_GA	GA	Q3	644	devstral-small-2-24b-instruct-2512-b200	16384	15740	2048
Q4_GA	GA	Q4	629	devstral-small-2-24b-instruct-2512-b200	16384	15755	2048
Q5_GA	GA	Q5	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q1_HR	HR	Q1	644	devstral-small-2-24b-instruct-2512-b200	16384	15740	2048
Q2_HR	HR	Q2	635	devstral-small-2-24b-instruct-2512-b200	16384	15749	2048
Q3_HR	HR	Q3	641	devstral-small-2-24b-instruct-2512-b200	16384	15743	2048
Q4_HR	HR	Q4	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q5_HR	HR	Q5	627	devstral-small-2-24b-instruct-2512-b200	16384	15757	2048
Q1_HU	HU	Q1	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q2_HU	HU	Q2	634	devstral-small-2-24b-instruct-2512-b200	16384	15750	2048
Q3_HU	HU	Q3	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q4_HU	HU	Q4	636	devstral-small-2-24b-instruct-2512-b200	16384	15748	2048
Q5_HU	HU	Q5	626	devstral-small-2-24b-instruct-2512-b200	16384	15758	2048
Q1_IT	IT	Q1	647	devstral-small-2-24b-instruct-2512-b200	16384	15737	2048
Q2_IT	IT	Q2	633	devstral-small-2-24b-instruct-2512-b200	16384	15751	2048
Q3_IT	IT	Q3	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q4_IT	IT	Q4	635	devstral-small-2-24b-instruct-2512-b200	16384	15749	2048
Q5_IT	IT	Q5	625	devstral-small-2-24b-instruct-2512-b200	16384	15759	2048
Q1_LT	LT	Q1	647	devstral-small-2-24b-instruct-2512-b200	16384	15737	2048
Q2_LT	LT	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_LT	LT	Q3	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q4_LT	LT	Q4	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q5_LT	LT	Q5	625	devstral-small-2-24b-instruct-2512-b200	16384	15759	2048
Q1_LV	LV	Q1	644	devstral-small-2-24b-instruct-2512-b200	16384	15740	2048
Q2_LV	LV	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_LV	LV	Q3	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q4_LV	LV	Q4	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q5_LV	LV	Q5	625	devstral-small-2-24b-instruct-2512-b200	16384	15759	2048
Q1_MT	MT	Q1	648	devstral-small-2-24b-instruct-2512-b200	16384	15736	2048
Q2_MT	MT	Q2	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q3_MT	MT	Q3	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q4_MT	MT	Q4	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q5_MT	MT	Q5	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q1_NL	NL	Q1	650	devstral-small-2-24b-instruct-2512-b200	16384	15734	2048
Q2_NL	NL	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_NL	NL	Q3	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q4_NL	NL	Q4	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q5_NL	NL	Q5	623	devstral-small-2-24b-instruct-2512-b200	16384	15761	2048
Q1_PL	PL	Q1	645	devstral-small-2-24b-instruct-2512-b200	16384	15739	2048
Q2_PL	PL	Q2	629	devstral-small-2-24b-instruct-2512-b200	16384	15755	2048
Q3_PL	PL	Q3	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q4_PL	PL	Q4	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q5_PL	PL	Q5	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q1_PT	PT	Q1	652	devstral-small-2-24b-instruct-2512-b200	16384	15732	2048
Q2_PT	PT	Q2	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q3_PT	PT	Q3	646	devstral-small-2-24b-instruct-2512-b200	16384	15738	2048
Q4_PT	PT	Q4	637	devstral-small-2-24b-instruct-2512-b200	16384	15747	2048
Q5_PT	PT	Q5	626	devstral-small-2-24b-instruct-2512-b200	16384	15758	2048
Q1_RO	RO	Q1	649	devstral-small-2-24b-instruct-2512-b200	16384	15735	2048
Q2_RO	RO	Q2	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q3_RO	RO	Q3	648	devstral-small-2-24b-instruct-2512-b200	16384	15736	2048
Q4_RO	RO	Q4	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q5_RO	RO	Q5	627	devstral-small-2-24b-instruct-2512-b200	16384	15757	2048
Q1_SK	SK	Q1	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q2_SK	SK	Q2	632	devstral-small-2-24b-instruct-2512-b200	16384	15752	2048
Q3_SK	SK	Q3	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q4_SK	SK	Q4	634	devstral-small-2-24b-instruct-2512-b200	16384	15750	2048
Q5_SK	SK	Q5	628	devstral-small-2-24b-instruct-2512-b200	16384	15756	2048
Q1_SL	SL	Q1	642	devstral-small-2-24b-instruct-2512-b200	16384	15742	2048
Q2_SL	SL	Q2	631	devstral-small-2-24b-instruct-2512-b200	16384	15753	2048
Q3_SL	SL	Q3	645	devstral-small-2-24b-instruct-2512-b200	16384	15739	2048
Q4_SL	SL	Q4	628	devstral-small-2-24b-instruct-2512-b200	16384	15756	2048
Q5_SL	SL	Q5	626	devstral-small-2-24b-instruct-2512-b200	16384	15758	2048
Q1_SV	SV	Q1	650	devstral-small-2-24b-instruct-2512-b200	16384	15734	2048
Q2_SV	SV	Q2	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q3_SV	SV	Q3	643	devstral-small-2-24b-instruct-2512-b200	16384	15741	2048
Q4_SV	SV	Q4	630	devstral-small-2-24b-instruct-2512-b200	16384	15754	2048
Q5_SV	SV	Q5	627	devstral-small-2-24b-instruct-2512-b200	16384	15757	2048
Q1_BG	BG	Q1	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q2_BG	BG	Q2	634	mistral-nemo-instruct-2407-b200	16384	15750	2048
Q3_BG	BG	Q3	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q4_BG	BG	Q4	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q5_BG	BG	Q5	628	mistral-nemo-instruct-2407-b200	16384	15756	2048
Q1_CS	CS	Q1	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q2_CS	CS	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_CS	CS	Q3	641	mistral-nemo-instruct-2407-b200	16384	15743	2048
Q4_CS	CS	Q4	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q5_CS	CS	Q5	625	mistral-nemo-instruct-2407-b200	16384	15759	2048
Q1_DA	DA	Q1	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q2_DA	DA	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_DA	DA	Q3	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q4_DA	DA	Q4	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q5_DA	DA	Q5	626	mistral-nemo-instruct-2407-b200	16384	15758	2048
Q1_DE	DE	Q1	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q2_DE	DE	Q2	635	mistral-nemo-instruct-2407-b200	16384	15749	2048
Q3_DE	DE	Q3	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q4_DE	DE	Q4	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q5_DE	DE	Q5	623	mistral-nemo-instruct-2407-b200	16384	15761	2048
Q1_EL	EL	Q1	648	mistral-nemo-instruct-2407-b200	16384	15736	2048
Q2_EL	EL	Q2	633	mistral-nemo-instruct-2407-b200	16384	15751	2048
Q3_EL	EL	Q3	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q4_EL	EL	Q4	633	mistral-nemo-instruct-2407-b200	16384	15751	2048
Q5_EL	EL	Q5	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q1_EN	EN	Q1	647	mistral-nemo-instruct-2407-b200	16384	15737	2048
Q2_EN	EN	Q2	628	mistral-nemo-instruct-2407-b200	16384	15756	2048
Q3_EN	EN	Q3	644	mistral-nemo-instruct-2407-b200	16384	15740	2048
Q4_EN	EN	Q4	628	mistral-nemo-instruct-2407-b200	16384	15756	2048
Q5_EN	EN	Q5	622	mistral-nemo-instruct-2407-b200	16384	15762	2048
Q1_ES	ES	Q1	650	mistral-nemo-instruct-2407-b200	16384	15734	2048
Q2_ES	ES	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_ES	ES	Q3	645	mistral-nemo-instruct-2407-b200	16384	15739	2048
Q4_ES	ES	Q4	638	mistral-nemo-instruct-2407-b200	16384	15746	2048
Q5_ES	ES	Q5	627	mistral-nemo-instruct-2407-b200	16384	15757	2048
Q1_ET	ET	Q1	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q2_ET	ET	Q2	633	mistral-nemo-instruct-2407-b200	16384	15751	2048
Q3_ET	ET	Q3	639	mistral-nemo-instruct-2407-b200	16384	15745	2048
Q4_ET	ET	Q4	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q5_ET	ET	Q5	623	mistral-nemo-instruct-2407-b200	16384	15761	2048
Q1_FI	FI	Q1	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q2_FI	FI	Q2	634	mistral-nemo-instruct-2407-b200	16384	15750	2048
Q3_FI	FI	Q3	642	mistral-nemo-instruct-2407-b200	16384	15742	2048
Q4_FI	FI	Q4	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q5_FI	FI	Q5	622	mistral-nemo-instruct-2407-b200	16384	15762	2048
Q1_FR	FR	Q1	655	mistral-nemo-instruct-2407-b200	16384	15729	2048
Q2_FR	FR	Q2	634	mistral-nemo-instruct-2407-b200	16384	15750	2048
Q3_FR	FR	Q3	651	mistral-nemo-instruct-2407-b200	16384	15733	2048
Q4_FR	FR	Q4	636	mistral-nemo-instruct-2407-b200	16384	15748	2048
Q5_FR	FR	Q5	628	mistral-nemo-instruct-2407-b200	16384	15756	2048
Q1_GA	GA	Q1	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q2_GA	GA	Q2	634	mistral-nemo-instruct-2407-b200	16384	15750	2048
Q3_GA	GA	Q3	644	mistral-nemo-instruct-2407-b200	16384	15740	2048
Q4_GA	GA	Q4	629	mistral-nemo-instruct-2407-b200	16384	15755	2048
Q5_GA	GA	Q5	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q1_HR	HR	Q1	644	mistral-nemo-instruct-2407-b200	16384	15740	2048
Q2_HR	HR	Q2	635	mistral-nemo-instruct-2407-b200	16384	15749	2048
Q3_HR	HR	Q3	641	mistral-nemo-instruct-2407-b200	16384	15743	2048
Q4_HR	HR	Q4	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q5_HR	HR	Q5	627	mistral-nemo-instruct-2407-b200	16384	15757	2048
Q1_HU	HU	Q1	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q2_HU	HU	Q2	634	mistral-nemo-instruct-2407-b200	16384	15750	2048
Q3_HU	HU	Q3	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q4_HU	HU	Q4	636	mistral-nemo-instruct-2407-b200	16384	15748	2048
Q5_HU	HU	Q5	626	mistral-nemo-instruct-2407-b200	16384	15758	2048
Q1_IT	IT	Q1	647	mistral-nemo-instruct-2407-b200	16384	15737	2048
Q2_IT	IT	Q2	633	mistral-nemo-instruct-2407-b200	16384	15751	2048
Q3_IT	IT	Q3	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q4_IT	IT	Q4	635	mistral-nemo-instruct-2407-b200	16384	15749	2048
Q5_IT	IT	Q5	625	mistral-nemo-instruct-2407-b200	16384	15759	2048
Q1_LT	LT	Q1	647	mistral-nemo-instruct-2407-b200	16384	15737	2048
Q2_LT	LT	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_LT	LT	Q3	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q4_LT	LT	Q4	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q5_LT	LT	Q5	625	mistral-nemo-instruct-2407-b200	16384	15759	2048
Q1_LV	LV	Q1	644	mistral-nemo-instruct-2407-b200	16384	15740	2048
Q2_LV	LV	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_LV	LV	Q3	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q4_LV	LV	Q4	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q5_LV	LV	Q5	625	mistral-nemo-instruct-2407-b200	16384	15759	2048
Q1_MT	MT	Q1	648	mistral-nemo-instruct-2407-b200	16384	15736	2048
Q2_MT	MT	Q2	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q3_MT	MT	Q3	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q4_MT	MT	Q4	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q5_MT	MT	Q5	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q1_NL	NL	Q1	650	mistral-nemo-instruct-2407-b200	16384	15734	2048
Q2_NL	NL	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_NL	NL	Q3	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q4_NL	NL	Q4	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q5_NL	NL	Q5	623	mistral-nemo-instruct-2407-b200	16384	15761	2048
Q1_PL	PL	Q1	645	mistral-nemo-instruct-2407-b200	16384	15739	2048
Q2_PL	PL	Q2	629	mistral-nemo-instruct-2407-b200	16384	15755	2048
Q3_PL	PL	Q3	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q4_PL	PL	Q4	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q5_PL	PL	Q5	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q1_PT	PT	Q1	652	mistral-nemo-instruct-2407-b200	16384	15732	2048
Q2_PT	PT	Q2	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q3_PT	PT	Q3	646	mistral-nemo-instruct-2407-b200	16384	15738	2048
Q4_PT	PT	Q4	637	mistral-nemo-instruct-2407-b200	16384	15747	2048
Q5_PT	PT	Q5	626	mistral-nemo-instruct-2407-b200	16384	15758	2048
Q1_RO	RO	Q1	649	mistral-nemo-instruct-2407-b200	16384	15735	2048
Q2_RO	RO	Q2	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q3_RO	RO	Q3	648	mistral-nemo-instruct-2407-b200	16384	15736	2048
Q4_RO	RO	Q4	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q5_RO	RO	Q5	627	mistral-nemo-instruct-2407-b200	16384	15757	2048
Q1_SK	SK	Q1	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q2_SK	SK	Q2	632	mistral-nemo-instruct-2407-b200	16384	15752	2048
Q3_SK	SK	Q3	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q4_SK	SK	Q4	634	mistral-nemo-instruct-2407-b200	16384	15750	2048
Q5_SK	SK	Q5	628	mistral-nemo-instruct-2407-b200	16384	15756	2048
Q1_SL	SL	Q1	642	mistral-nemo-instruct-2407-b200	16384	15742	2048
Q2_SL	SL	Q2	631	mistral-nemo-instruct-2407-b200	16384	15753	2048
Q3_SL	SL	Q3	645	mistral-nemo-instruct-2407-b200	16384	15739	2048
Q4_SL	SL	Q4	628	mistral-nemo-instruct-2407-b200	16384	15756	2048
Q5_SL	SL	Q5	626	mistral-nemo-instruct-2407-b200	16384	15758	2048
Q1_SV	SV	Q1	650	mistral-nemo-instruct-2407-b200	16384	15734	2048
Q2_SV	SV	Q2	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q3_SV	SV	Q3	643	mistral-nemo-instruct-2407-b200	16384	15741	2048
Q4_SV	SV	Q4	630	mistral-nemo-instruct-2407-b200	16384	15754	2048
Q5_SV	SV	Q5	627	mistral-nemo-instruct-2407-b200	16384	15757	2048
Q1_BG	BG	Q1	646	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15738	2048
Q2_BG	BG	Q2	634	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15750	2048
Q3_BG	BG	Q3	646	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15738	2048
Q4_BG	BG	Q4	631	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15753	2048
Q5_BG	BG	Q5	628	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15756	2048
Q1_CS	CS	Q1	643	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15741	2048
Q2_CS	CS	Q2	632	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15752	2048
Q3_CS	CS	Q3	641	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15743	2048
Q4_CS	CS	Q4	631	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15753	2048
Q5_CS	CS	Q5	625	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15759	2048
Q1_DA	DA	Q1	649	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15735	2048
Q2_DA	DA	Q2	632	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15752	2048
Q3_DA	DA	Q3	643	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15741	2048
Q4_DA	DA	Q4	631	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15753	2048
Q5_DA	DA	Q5	626	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15758	2048
Q1_DE	DE	Q1	649	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15735	2048
Q2_DE	DE	Q2	635	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15749	2048
Q3_DE	DE	Q3	646	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15738	2048
Q4_DE	DE	Q4	632	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15752	2048
Q5_DE	DE	Q5	623	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15761	2048
Q1_EL	EL	Q1	648	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15736	2048
Q2_EL	EL	Q2	633	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15751	2048
Q3_EL	EL	Q3	649	mistral-small-3-2-24b-instruct-2506-awq-sym-b200	16384	15735	2048
